fecha,laboratorio,dosis_administradas,segundas_dosis_por_administrar,dosis_importadas,dosis_en_stock
2021-11-23,CanSino,572910,0,575908,2998
2021-11-23,Pfizer,12774742,0,13938600,1163858
2021-11-23,Sinovac,23888990,660583,24640676,751686
2021-11-23,todos laboratorios,40336428,936534,43186084,2849656
2021-11-24,AstraZeneca,3104256,275556,4030900,926644
2021-11-24,CanSino,572951,0,575908,2957
2021-11-24,Pfizer,12870726,0,13938600,1067874
2021-11-24,Sinovac,23926089,639495,24640676,714587
2021-11-24,todos laboratorios,40474022,915051,43186084,2712062
2021-11-25,AstraZeneca,3108224,275198,4030900,922676
2021-11-25,CanSino,572978,0,575908,2930
2021-11-25,Pfizer,12956599,0,14325870,1369271
2021-11-25,Sinovac,23961349,618671,24640676,679327
2021-11-25,todos laboratorios,40599150,893869,43573354,2974204
2021-11-26,AstraZeneca,3111674,274929,4030900,919226
2021-11-26,CanSino,572996,0,575908,2912
2021-11-26,Pfizer,13046062,0,14723670,1677608
2021-11-26,Sinovac,23993779,600037,24640676,646897
2021-11-26,todos laboratorios,40724511,874966,43971154,3246643
2021-11-27,AstraZeneca,3112335,274900,4030900,918565
2021-11-27,CanSino,573006,0,575908,2902
2021-11-27,Pfizer,13065927,0,14723670,1657743
2021-11-27,Sinovac,23997623,598709,24640676,643053
2021-11-27,todos laboratorios,40748891,873609,43971154,3222263
2021-11-28,AstraZeneca,3112440,274895,4030900,918460
2021-11-28,CanSino,573008,0,575908,2900
2021-11-28,Pfizer,13068571,0,14723670,1655099
2021-11-28,Sinovac,23998012,598626,24640676,642664
2021-11-28,todos laboratorios,40752031,873521,43971154,3219123
2021-11-29,AstraZeneca,3117424,274716,4030900,913476
2021-11-29,CanSino,573057,0,575908,2851
2021-11-29,Pfizer,13173221,0,14723670,1550449
2021-11-29,Sinovac,24024471,589574,24640676,616205
2021-11-29,todos laboratorios,40888173,864290,43971154,3082981
2021-11-30,AstraZeneca,3122121,274417,4030900,908779
2021-11-30,CanSino,573092,0,575908,2816
2021-11-30,Pfizer,13303741,0,14723670,1419929
2021-11-30,Sinovac,24056990,573781,24640676,583686
2021-11-30,todos laboratorios,41055944,848198,43971154,2915210
2021-12-01,AstraZeneca,3125663,274236,4030900,905237
2021-12-01,CanSino,573127,0,575908,2781
2021-12-01,Pfizer,13430976,0,14723670,1292694
2021-12-01,Sinovac,24085535,560199,24640676,555141
2021-12-01,todos laboratorios,41215301,834435,43971154,2755853
2021-12-02,AstraZeneca,3129090,273995,4030900,901810
2021-12-02,CanSino,573153,0,575908,2755
2021-12-02,Pfizer,13550661,0,15117960,1567299
2021-12-02,Sinovac,24112263,546600,25660876,1548613
2021-12-02,todos laboratorios,41365167,820595,45385644,4020477
2021-12-03,AstraZeneca,3132118,273817,4030900,898782
2021-12-03,CanSino,573184,0,575908,2724
2021-12-03,Pfizer,13669468,0,15508740,1839272
2021-12-03,Sinovac,24137099,533968,25660876,1523777
2021-12-03,todos laboratorios,41511869,807785,45776424,4264555
2021-12-04,AstraZeneca,3132544,273798,4030900,898356
2021-12-04,CanSino,573196,0,575908,2712
2021-12-04,Pfizer,13687049,0,15508740,1821691
2021-12-04,Sinovac,24139613,533051,25660876,1521263
2021-12-04,todos laboratorios,41532402,806849,45776424,4244022
