fecha,laboratorio,dosis_administradas,segundas_dosis_por_administrar,dosis_importadas,dosis_en_stock
2020-12-24,AstraZeneca,0,0,0,0
2020-12-24,CanSino,0,0,0,0
2020-12-24,Pfizer,420,420,9750,9330
2020-12-24,Sinovac,0,0,0,0
2020-12-24,todos laboratorios,420,420,9750,9330
2020-12-25,AstraZeneca,0,0,0,0
2020-12-25,CanSino,0,0,0,0
2020-12-25,Pfizer,5203,5203,9750,4547
2020-12-25,Sinovac,0,0,0,0
2020-12-25,todos laboratorios,5203,5203,9750,4547
2020-12-26,AstraZeneca,0,0,0,0
2020-12-26,CanSino,0,0,0,0
2020-12-26,Pfizer,8346,8346,9750,1404
2020-12-26,Sinovac,0,0,0,0
2020-12-26,todos laboratorios,8346,8346,9750,1404
2020-12-27,AstraZeneca,0,0,0,0
2020-12-27,CanSino,0,0,0,0
2020-12-27,Pfizer,8657,8657,9750,1093
2020-12-27,Sinovac,0,0,0,0
2020-12-27,todos laboratorios,8657,8657,9750,1093
2020-12-28,AstraZeneca,0,0,0,0
2020-12-28,CanSino,0,0,0,0
2020-12-28,Pfizer,8657,8657,9750,1093
2020-12-28,Sinovac,0,0,0,0
2020-12-28,todos laboratorios,8657,8657,9750,1093
2020-12-29,AstraZeneca,0,0,0,0
2020-12-29,CanSino,0,0,0,0
2020-12-29,Pfizer,8657,8657,9750,1093
2020-12-29,Sinovac,0,0,0,0
2020-12-29,todos laboratorios,8657,8657,9750,1093
2020-12-30,AstraZeneca,0,0,0,0
2020-12-30,CanSino,0,0,0,0
2020-12-30,Pfizer,8657,8657,9750,1093
2020-12-30,Sinovac,0,0,0,0
2020-12-30,todos laboratorios,8657,8657,9750,1093
2020-12-31,AstraZeneca,0,0,0,0
2020-12-31,CanSino,0,0,0,0
2020-12-31,Pfizer,8657,8657,21450,12793
2020-12-31,Sinovac,0,0,0,0
2020-12-31,todos laboratorios,8657,8657,21450,12793
2021-01-01,AstraZeneca,0,0,0,0
2021-01-01,CanSino,0,0,0,0
2021-01-01,Pfizer,8657,8657,21450,12793
2021-01-01,Sinovac,0,0,0,0
2021-01-01,todos laboratorios,8657,8657,21450,12793
2021-01-02,AstraZeneca,0,0,0,0
2021-01-02,CanSino,0,0,0,0
2021-01-02,Pfizer,8657,8657,21450,12793
2021-01-02,Sinovac,0,0,0,0
2021-01-02,todos laboratorios,8657,8657,21450,12793
2021-01-03,AstraZeneca,0,0,0,0
2021-01-03,CanSino,0,0,0,0
2021-01-03,Pfizer,8657,8657,21450,12793
2021-01-03,Sinovac,0,0,0,0
2021-01-03,todos laboratorios,8657,8657,21450,12793
2021-01-04,AstraZeneca,0,0,0,0
2021-01-04,CanSino,0,0,0,0
2021-01-04,Pfizer,9062,9062,21450,12388
2021-01-04,Sinovac,0,0,0,0
2021-01-04,todos laboratorios,9062,9062,21450,12388
2021-01-05,AstraZeneca,0,0,0,0
2021-01-05,CanSino,0,0,0,0
2021-01-05,Pfizer,10505,10505,21450,10945
2021-01-05,Sinovac,0,0,0,0
2021-01-05,todos laboratorios,10505,10505,21450,10945
2021-01-06,AstraZeneca,0,0,0,0
2021-01-06,CanSino,0,0,0,0
2021-01-06,Pfizer,10710,10710,21450,10740
2021-01-06,Sinovac,0,0,0,0
2021-01-06,todos laboratorios,10710,10710,21450,10740
2021-01-07,AstraZeneca,0,0,0,0
2021-01-07,CanSino,0,0,0,0
2021-01-07,Pfizer,10710,10710,21450,10740
2021-01-07,Sinovac,0,0,0,0
2021-01-07,todos laboratorios,10710,10710,21450,10740
2021-01-08,AstraZeneca,0,0,0,0
2021-01-08,CanSino,0,0,0,0
2021-01-08,Pfizer,10711,10711,21450,10739
2021-01-08,Sinovac,0,0,0,0
2021-01-08,todos laboratorios,10711,10711,21450,10739
2021-01-09,AstraZeneca,0,0,0,0
2021-01-09,CanSino,0,0,0,0
2021-01-09,Pfizer,10711,10711,21450,10739
2021-01-09,Sinovac,0,0,0,0
2021-01-09,todos laboratorios,10711,10711,21450,10739
2021-01-10,AstraZeneca,0,0,0,0
2021-01-10,CanSino,0,0,0,0
2021-01-10,Pfizer,10712,10712,21450,10738
2021-01-10,Sinovac,0,0,0,0
2021-01-10,todos laboratorios,10712,10712,21450,10738
2021-01-11,AstraZeneca,0,0,0,0
2021-01-11,CanSino,0,0,0,0
2021-01-11,Pfizer,10712,10712,21450,10738
2021-01-11,Sinovac,0,0,0,0
2021-01-11,todos laboratorios,10712,10712,21450,10738
2021-01-12,AstraZeneca,0,0,0,0
2021-01-12,CanSino,0,0,0,0
2021-01-12,Pfizer,10712,10712,21450,10738
2021-01-12,Sinovac,0,0,0,0
2021-01-12,todos laboratorios,10712,10712,21450,10738
2021-01-13,AstraZeneca,0,0,0,0
2021-01-13,CanSino,0,0,0,0
2021-01-13,Pfizer,11745,9681,110175,98430
2021-01-13,Sinovac,0,0,0,0
2021-01-13,todos laboratorios,11745,9681,110175,98430
2021-01-14,AstraZeneca,0,0,0,0
2021-01-14,CanSino,0,0,0,0
2021-01-14,Pfizer,18662,7004,110175,91513
2021-01-14,Sinovac,0,0,0,0
2021-01-14,todos laboratorios,18662,7004,110175,91513
2021-01-15,AstraZeneca,0,0,0,0
2021-01-15,CanSino,0,0,0,0
2021-01-15,Pfizer,22094,5486,110175,88081
2021-01-15,Sinovac,0,0,0,0
2021-01-15,todos laboratorios,22094,5486,110175,88081
2021-01-16,AstraZeneca,0,0,0,0
2021-01-16,CanSino,0,0,0,0
2021-01-16,Pfizer,22184,5442,110175,87991
2021-01-16,Sinovac,0,0,0,0
2021-01-16,todos laboratorios,22184,5442,110175,87991
2021-01-17,AstraZeneca,0,0,0,0
2021-01-17,CanSino,0,0,0,0
2021-01-17,Pfizer,22184,5442,110175,87991
2021-01-17,Sinovac,0,0,0,0
2021-01-17,todos laboratorios,22184,5442,110175,87991
2021-01-18,AstraZeneca,0,0,0,0
2021-01-18,CanSino,0,0,0,0
2021-01-18,Pfizer,33235,16493,110175,76940
2021-01-18,Sinovac,0,0,0,0
2021-01-18,todos laboratorios,33235,16493,110175,76940
2021-01-19,AstraZeneca,0,0,0,0
2021-01-19,CanSino,0,0,0,0
2021-01-19,Pfizer,52603,35859,110175,57572
2021-01-19,Sinovac,0,0,0,0
2021-01-19,todos laboratorios,52603,35859,110175,57572
2021-01-20,AstraZeneca,0,0,0,0
2021-01-20,CanSino,0,0,0,0
2021-01-20,Pfizer,61913,45169,154050,92137
2021-01-20,Sinovac,0,0,0,0
2021-01-20,todos laboratorios,61913,45169,154050,92137
2021-01-21,AstraZeneca,0,0,0,0
2021-01-21,CanSino,0,0,0,0
2021-01-21,Pfizer,64970,48226,154050,89080
2021-01-21,Sinovac,0,0,0,0
2021-01-21,todos laboratorios,64970,48226,154050,89080
2021-01-22,AstraZeneca,0,0,0,0
2021-01-22,CanSino,0,0,0,0
2021-01-22,Pfizer,65385,48633,154050,88665
2021-01-22,Sinovac,0,0,0,0
2021-01-22,todos laboratorios,65385,48633,154050,88665
2021-01-23,AstraZeneca,0,0,0,0
2021-01-23,CanSino,0,0,0,0
2021-01-23,Pfizer,65385,48633,154050,88665
2021-01-23,Sinovac,0,0,0,0
2021-01-23,todos laboratorios,65385,48633,154050,88665
2021-01-24,AstraZeneca,0,0,0,0
2021-01-24,CanSino,0,0,0,0
2021-01-24,Pfizer,65385,48633,154050,88665
2021-01-24,Sinovac,0,0,0,0
2021-01-24,todos laboratorios,65385,48633,154050,88665
2021-01-25,AstraZeneca,0,0,0,0
2021-01-25,CanSino,0,0,0,0
2021-01-25,Pfizer,66805,47247,154050,87245
2021-01-25,Sinovac,0,0,0,0
2021-01-25,todos laboratorios,66805,47247,154050,87245
2021-01-26,AstraZeneca,0,0,0,0
2021-01-26,CanSino,0,0,0,0
2021-01-26,Pfizer,67419,46671,154050,86631
2021-01-26,Sinovac,0,0,0,0
2021-01-26,todos laboratorios,67419,46671,154050,86631
2021-01-27,AstraZeneca,0,0,0,0
2021-01-27,CanSino,0,0,0,0
2021-01-27,Pfizer,67454,46638,154050,86596
2021-01-27,Sinovac,0,0,0,0
2021-01-27,todos laboratorios,67454,46638,154050,86596
2021-01-28,AstraZeneca,0,0,0,0
2021-01-28,CanSino,0,0,0,0
2021-01-28,Pfizer,67454,46638,154050,86596
2021-01-28,Sinovac,0,0,1918453,1918453
2021-01-28,todos laboratorios,67454,46638,2072503,2005049
2021-01-29,AstraZeneca,0,0,0,0
2021-01-29,CanSino,0,0,0,0
2021-01-29,Pfizer,67459,46633,154050,86591
2021-01-29,Sinovac,0,0,1918453,1918453
2021-01-29,todos laboratorios,67459,46633,2072503,2005044
2021-01-30,AstraZeneca,0,0,0,0
2021-01-30,CanSino,0,0,0,0
2021-01-30,Pfizer,67460,46634,154050,86590
2021-01-30,Sinovac,0,0,1918453,1918453
2021-01-30,todos laboratorios,67460,46634,2072503,2005043
2021-01-31,AstraZeneca,0,0,0,0
2021-01-31,CanSino,0,0,0,0
2021-01-31,Pfizer,67461,46633,154050,86589
2021-01-31,Sinovac,0,0,3836116,3836116
2021-01-31,todos laboratorios,67461,46633,3990166,3922705
2021-02-01,AstraZeneca,0,0,0,0
2021-02-01,CanSino,0,0,0,0
2021-02-01,Pfizer,67461,46633,154050,86589
2021-02-01,Sinovac,0,0,3836116,3836116
2021-02-01,todos laboratorios,67461,46633,3990166,3922705
2021-02-02,AstraZeneca,0,0,0,0
2021-02-02,CanSino,0,0,0,0
2021-02-02,Pfizer,67467,46627,154050,86583
2021-02-02,Sinovac,13187,13187,3836116,3822929
2021-02-02,todos laboratorios,80654,59814,3990166,3909512
2021-02-03,AstraZeneca,0,0,0,0
2021-02-03,CanSino,0,0,0,0
2021-02-03,Pfizer,67467,46627,154050,86583
2021-02-03,Sinovac,183576,183576,3836116,3652540
2021-02-03,todos laboratorios,251043,230203,3990166,3739123
2021-02-04,AstraZeneca,0,0,0,0
2021-02-04,CanSino,0,0,0,0
2021-02-04,Pfizer,69595,44539,154050,84455
2021-02-04,Sinovac,357607,357607,3836116,3478509
2021-02-04,todos laboratorios,427202,402146,3990166,3562964
2021-02-05,AstraZeneca,0,0,0,0
2021-02-05,CanSino,0,0,0,0
2021-02-05,Pfizer,70284,43888,154050,83766
2021-02-05,Sinovac,526430,526430,3836116,3309686
2021-02-05,todos laboratorios,596714,570318,3990166,3393452
2021-02-06,AstraZeneca,0,0,0,0
2021-02-06,CanSino,0,0,0,0
2021-02-06,Pfizer,70290,43884,154050,83760
2021-02-06,Sinovac,554283,554283,3836116,3281833
2021-02-06,todos laboratorios,624573,598167,3990166,3365593
2021-02-07,AstraZeneca,0,0,0,0
2021-02-07,CanSino,0,0,0,0
2021-02-07,Pfizer,70292,43882,154050,83758
2021-02-07,Sinovac,562922,562922,3836116,3273194
2021-02-07,todos laboratorios,633214,606804,3990166,3356952
2021-02-08,AstraZeneca,0,0,0,0
2021-02-08,CanSino,0,0,0,0
2021-02-08,Pfizer,82093,32119,154050,71957
2021-02-08,Sinovac,784419,784419,3836116,3051697
