fecha,primera dosis,segunda dosis,única dosis,vacunación iniciada,vacunación completada,inmunización,3ª dosis,4ª dosis
2021-04-20,39.78401557080739,29.201585518063673,0.0,39.78401557080739,29.201585518063673,21.405810025966083,0.0,0.0
2021-04-21,39.94235699382108,29.9462612819979,0.0,39.94235699382108,29.9462612819979,22.109557588707965,0.0,0.0
2021-04-22,40.22889505595562,30.680285753444025,0.0,40.22889505595562,30.680285753444025,22.937319532117584,0.0,0.0
2021-04-23,40.43146780044661,31.41145429627454,0.0,40.43146780044661,31.41145429627454,23.69015146229389,0.0,0.0
2021-04-24,40.460682628936155,31.472170728835522,0.0,40.460682628936155,31.472170728835522,23.76559981132577,0.0,0.0
2021-04-25,40.46247139561355,31.475692363231637,0.0,40.46247139561355,31.475692363231637,23.772490628412537,0.0,0.0
2021-04-26,40.6816207222115,32.25695653647613,0.0,40.6816207222115,32.25695653647613,24.580581220094373,0.0,0.0
2021-04-27,40.879970554461266,32.93084389184202,0.0,40.879970554461266,32.93084389184202,25.395776061250622,0.0,0.0
2021-04-28,41.10108142633612,33.56979947976364,0.0,41.10108142633612,33.56979947976364,26.15946763457916,0.0,0.0
2021-04-29,41.25805078400068,34.20325664284168,0.0,41.25805078400068,34.20325664284168,26.896403933599558,0.0,0.0
2021-04-30,41.51705606812924,34.391133042926384,0.0,41.51705606812924,34.391133042926384,27.58725408205957,0.0,0.0
2021-05-01,41.52260022848445,34.39728192837992,0.0,41.52260022848445,34.39728192837992,27.660405492062527,0.0,0.0
2021-05-02,41.52666052557319,34.40066635624112,0.0,41.52666052557319,34.40066635624112,27.669384897514085,0.0,0.0
2021-05-03,41.91313576235991,34.78662833895279,0.0,41.91313576235991,34.78662833895279,28.438092131952235,0.0,0.0
2021-05-04,42.32523813083436,35.237326397526054,0.0,42.32523813083436,35.237326397526054,29.201585518063673,0.0,0.0
2021-05-05,42.739566294208515,35.71372273191627,0.0,42.739566294208515,35.71372273191627,29.9462612819979,0.0,0.0
2021-05-06,43.154316240634444,36.10383648273995,0.0,43.154316240634444,36.10383648273995,30.680285753444025,0.0,0.0
2021-05-07,43.581745087231084,36.428787292926756,0.0,43.581745087231084,36.428787292926756,31.41145429627454,0.0,0.0
2021-05-08,43.67009593226835,36.47053873332858,0.0,43.67009593226835,36.47053873332858,31.472170728835522,0.0,0.0
2021-05-09,43.674984550290084,36.47280518201641,0.0,43.674984550290084,36.47280518201641,31.475692363231637,0.0,0.0
2021-05-10,44.200073959404044,36.831219141551564,0.0,44.200073959404044,36.831219141551564,32.25695653647613,0.0,0.0
2021-05-11,44.746013680101335,37.26533553629436,0.0,44.746013680101335,37.26533553629436,32.93084389184202,0.0,0.0
2021-05-12,45.27895943376998,37.66463196151021,0.0,45.27895943376998,37.66463196151021,33.56979947976364,0.0,0.0
2021-05-13,45.77202890301393,37.973239948871765,0.0,45.77202890301393,37.973239948871765,34.20325664284168,0.0,0.0
2021-05-14,46.29677783665237,38.25932065588992,0.0,46.29677783665237,38.25932065588992,34.391133042926384,0.0,0.0
2021-05-15,46.302128891513995,38.26139399908417,0.0,46.302128891513995,38.26139399908417,34.39728192837992,0.0,0.0
2021-05-16,46.303490793416096,38.26227313725232,0.0,46.303490793416096,38.26227313725232,34.40066635624112,0.0,0.0
2021-05-17,46.93680566823571,38.50191705478753,0.0,46.93680566823571,38.50191705478753,34.78662833895279,0.0,0.0
2021-05-18,47.62861118071661,38.744752294690365,0.0,47.62861118071661,38.744752294690365,35.237326397526054,0.0,0.0
2021-05-19,48.2677243020672,38.95477484585481,0.0,48.2677243020672,38.95477484585481,35.71372273191627,0.0,0.0
2021-05-20,48.92094936961982,39.277088241537164,0.0,48.92094936961982,39.277088241537164,36.10383648273995,0.0,0.0
2021-05-21,48.96314291996748,39.28406036620018,0.0,48.96314291996748,39.28406036620018,36.428787292926756,0.0,0.0
2021-05-22,49.0996583404829,39.316024407111506,0.0,49.0996583404829,39.316024407111506,36.47053873332858,0.0,0.0
2021-05-23,49.11844547231901,39.31902262398554,0.0,49.11844547231901,39.31902262398554,36.47280518201641,0.0,0.0
2021-05-24,50.01233588383343,39.6301562279342,0.0,50.01233588383343,39.6301562279342,36.831219141551564,0.0,0.0
2021-05-25,50.977426323520916,39.919758569348474,0.0,50.977426323520916,39.919758569348474,37.26533553629436,0.0,0.0
2021-05-26,51.89571408963236,40.165861357471655,0.0,51.89571408963236,40.165861357471655,37.66463196151021,0.0,0.0
2021-05-27,52.744229791878524,40.350510863124136,0.0,52.744229791878524,40.350510863124136,37.973239948871765,0.0,0.0
2021-05-28,53.483503683715966,40.55867350348197,0.0,53.483503683715966,40.55867350348197,38.25932065588992,0.0,0.0
2021-05-29,53.694898300229546,40.58813225470025,0.0,53.694898300229546,40.58813225470025,38.26139399908417,0.0,0.0
2021-05-30,53.74124870041273,40.59308693512768,0.0,53.74124870041273,40.59308693512768,38.26227313725232,0.0,0.0
2021-05-31,54.53401281397238,40.8966386075915,0.0003760475401332926,54.53438886151252,40.89701465513163,38.50191705478753,0.0,0.0
2021-06-01,55.242857345400125,41.26097277502199,0.053195481758314955,55.29605282715844,41.3141682567803,38.744752294690365,0.0,0.0
2021-06-02,55.79745632296751,41.62612509993844,0.17176733654115436,55.96922365950867,41.7978924364796,38.95477484585481,0.0,0.0
2021-06-03,56.08013735695393,41.9748837847945,0.37314587600604787,56.453283232959976,42.34802966080054,39.277088241537164,0.0,0.0
2021-06-04,56.29562784262085,42.32303774455223,0.5478911025271767,56.84351894514803,42.870928847079405,39.28406036620018,0.0,0.0
2021-06-05,56.37060359136581,42.38947619779145,0.5982662277344919,56.9688698191003,42.987742425525944,39.316024407111506,0.0,0.0
